Key,Date,Volume,Disc,max_T,min_T,avg_T,precipitation,Consumer_Price_Index_month,Exchange_Rate_Index_Period_Average_month,Exchange_Rate_LCU_per_US_Period_Average_month,Industrial_Production_Index_month,Wholesale_Producer_Price_Index_LCU_basus_month,Nominal_Consumption_Total_lcu_quarter,Nominal_Consumption_Total_US_quarter,Nominal_GDP_lcu_quarter,Nominal_GDP_US_quarter,Nominal_Private_Consumption_lcu_quarter,Nominal_Private_Consumption_US_quarter,Real_Consumption_Total_lcu_quarter,Real_Consumption_Total_US_quarter,Real_GDP_lcu_quarter,Real_GDP_US_quarter,Real_Private_Consumption_lcu_quarter,Real_Private_Consumption_US_quarter,Unemployment_Rate_quarter,Disposable_Personal_Income_lcu_annual,Disposable_personal_income_real_lcu_annual,Disposable_Personal_Income_US_annual,Employment_Total_annual,Index_Unit_Labor_Costs_LCU_basis_annual,Index_Unit_Labor_Costs_US_basis_annual,Index_wages_straight_time_LCU_basis_annual,Index_wages_straight_time_US_basis_annual,Nominal_GDP_per_employee_annual,Nominal_Consumption_Per_Capita_US_annual,Nominal_GDP_Per_Capita_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_US_annual,Number_of_households_annual,Participation_Rate_annual,Population_Age_Bracket_15_64_annual,Population_Total_annual,Population_Urban_annual,Price_of_Crude_Oil_LCU_basis_annual,Real_GDP_Per_Capita_lcu_annual,Real_Indirect_Taxes_Minus_Subsidies_lcu_annual,Real_Price_of_Crude_Oil_LCU_basis_annual,Real_Price_of_Crude_Oil_US_basis_annual,Share_of_Population_Urban_annual,Tax_Rate_Overall_Taxes_annual,Tax_Rate_Personal_Income_Taxes_annual,Terms_of_Trade_annual,Unemployment_annual,Wages_and_Salaries_Gross_lcu_annual,Wages_and_Salaries_Gross_US_annual,Working_Age_Population_annual,Index_Retail_Sales_Real_month,Real_GDP_at_Factor_Cost_Services_lcu_annual,PMI,Inflation_Rate,Selling_days_ratio,Selling_days,Selling_days_Quarter,Selling_days_Half,Selling_days_9,Selling_days_17,Holidays,Holidays_9,Holidays_17,Sales_Package,Marketing_Package,Month,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12,Growth_rate
N,2019-07-01T00:00:00Z,113534.8656,54871877.035,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
M,2019-07-01T00:00:00Z,1.2,0,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
A,2019-07-01T00:00:00Z,1748440.50685139,472614137.284634,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,30334,14191,7,0,0,0,0,0,0,1,0,0,0,0,0,0
I,2019-07-01T00:00:00Z,260280.083,15364418.838469,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
H,2019-07-01T00:00:00Z,276484.071,46902104.087342,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
L,2019-07-01T00:00:00Z,10268.906,2081985.00272,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
B,2019-07-01T00:00:00Z,891809.766,149950428.528195,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,17232,11834,7,0,0,0,0,0,0,1,0,0,0,0,0,0
C,2019-07-01T00:00:00Z,1220492.595,113382060.842822,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
D,2019-07-01T00:00:00Z,604562.797999999,71476882.765838,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
E,2019-07-01T00:00:00Z,238405.536,43960716.3331455,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
F,2019-07-01T00:00:00Z,1389678.19554857,78130902.1466284,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
G,2019-07-01T00:00:00Z,1041501.477,32321588.203956,88.6476328654313,72.8530404214498,80.7489125508084,6.84054152731833,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.7,2.8,0.870967741935484,27,78,150,27,27,4,4,4,1930,2284,7,0,0,0,0,0,0,1,0,0,0,0,0,0
N,2019-08-01T00:00:00Z,110929.5144,54803000,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
M,2019-08-01T00:00:00Z,0,0,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
A,2019-08-01T00:00:00Z,1965172.45450114,491520954.193787,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,26313,13009,8,0,0,0,0,0,0,0,1,0,0,0,0,0
I,2019-08-01T00:00:00Z,272938.315,14022642.920001,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
H,2019-08-01T00:00:00Z,339574.581,57576335.5,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
L,2019-08-01T00:00:00Z,11116.213,2072413.414225,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
B,2019-08-01T00:00:00Z,994187.863999999,184338320.834727,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,15528,8127,8,0,0,0,0,0,0,0,1,0,0,0,0,0
C,2019-08-01T00:00:00Z,1448855.589,134211954.60324,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
D,2019-08-01T00:00:00Z,701550.250999998,74789213.222808,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
E,2019-08-01T00:00:00Z,247246.095,16873710.3334241,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
J,2019-08-01T00:00:00Z,0,2667.19,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
F,2019-08-01T00:00:00Z,1557028.37209886,72973812.226955,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
G,2019-08-01T00:00:00Z,1140412.751,-15580034.564448,88.3792026632299,71.9896192753993,80.1829538181315,6.87268937157464,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.5,2.8,0.870967741935484,27,78,150,27,27,4,4,4,2176,1062,8,0,0,0,0,0,0,0,1,0,0,0,0,0
N,2019-09-01T00:00:00Z,115339.7352,51132000,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
M,2019-09-01T00:00:00Z,0,0,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
A,2019-09-01T00:00:00Z,1677321.59142412,466501692.678265,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,14947,5107,9,0,0,0,0,0,0,0,0,1,0,0,0,0
I,2019-09-01T00:00:00Z,109164.532,8052713.6606347,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
H,2019-09-01T00:00:00Z,250298.411,43173180.8021951,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
L,2019-09-01T00:00:00Z,6033.783,1232580.71059683,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
B,2019-09-01T00:00:00Z,775039.909,104795169.340896,83.0310179036906,64.6126807453721,73.8202287525838,3.08047694242257,85.4585,108.6444,6.8277,58.7934,103.0408,52468.65,7474.9872,99909.62,14233.7021,38103.73,5428.4777,40462.94,7726.4578,78589.88,14283.9144,29265.56,5588.3017,3.8542,42224.59,32835.6981,6111.3768,772.1091,111.0024,100.9658,145.6804,132.5083,18574.1721,3790.9383,69108.3994,-0.0125,-0.0018,467.0111,0.6968,1014.019,1433.7838,864.6863,444.5609,54438.6784,-0.0025,350.1934,63.6486,60.308,17.0898,2.027,97.4042,30.8529,92560.07,13396.6834,1014.019,55.4772,37143.8125,49.8,3,0.8,24,78,150,24,24,6,6,6,7871,5188,9,0,0,0,0,0,0,0,0,1,0,0,0,0
